475,1387,506,1387,506,1437,475,1437
627,1384,666,1387,652,1552,614,1549
1311,1385,1352,1387,1340,1601,1299,1599
3226,1398,3262,1400,3253,1545,3217,1543
438,1417,466,1418,457,1619,428,1618
500,1431,525,1431,525,1518,500,1518
2600,1436,2624,1437,2616,1545,2592,1543
2568,1455,2591,1456,2580,1644,2557,1643
1375,1462,1406,1462,1406,1581,1375,1581
1425,1462,1462,1462,1462,1581,1425,1581
1462,1468,1500,1468,1500,1587,1462,1587
1506,1467,1535,1469,1526,1607,1497,1605
3367,1486,3402,1487,3392,1670,3357,1668
462,1568,487,1568,487,1631,462,1631
3213,1585,3256,1587,3241,1945,3198,1943
2525,1593,2556,1593,2556,1637,2525,1637
487,1600,512,1600,512,1681,487,1681
522,1610,549,1612,534,1801,507,1799
2206,1618,2231,1618,2231,1700,2206,1700
425,1625,456,1625,456,1687,425,1687
2587,1631,2612,1631,2612,1687,2587,1687
463,1633,484,1638,474,1691,452,1686
2525,1637,2550,1637,2550,1712,2525,1712
1121,1653,1159,1657,1146,1790,1108,1786
2244,1654,2269,1656,2262,1782,2236,1781
3262,1654,3299,1656,3290,1851,3253,1849
1181,1662,1218,1662,1218,1793,1181,1793
3050,1675,3087,1675,3087,1775,3050,1775
1418,1681,1450,1681,1450,1718,1418,1718
1450,1681,1487,1681,1487,1725,1450,1725
3018,1681,3050,1681,3050,1768,3018,1768
418,1686,445,1688,437,1814,410,1812
1493,1687,1525,1687,1525,1731,1493,1731
450,1692,478,1693,462,1957,434,1955
2650,1693,2668,1693,2668,1800,2650,1800
2206,1700,2225,1700,2225,1775,2206,1775
2987,1700,3018,1700,3018,1768,2987,1768
2612,1706,2637,1706,2637,1800,2612,1800
2518,1718,2543,1718,2543,1800,2518,1800
2550,1743,2581,1743,2581,1800,2550,1800
2587,1743,2606,1743,2606,1800,2587,1800
973,1766,1016,1769,999,2008,957,2005
1042,1778,1085,1781,1070,2008,1027,2005
476,1785,503,1787,494,1920,467,1918
506,1812,531,1812,531,1906,506,1906
406,1818,431,1818,431,1956,406,1956
1356,1818,1387,1818,1387,1868,1356,1868
2343,1825,2381,1825,2381,1943,2343,1943
1400,1825,1481,1825,1481,1900,1400,1900
1481,1837,1512,1837,1512,1893,1481,1893
2550,1843,2600,1843,2600,1950,2550,1950
2512,1850,2537,1850,2537,1962,2512,1962
2214,1854,2251,1856,2237,2145,2200,2143
2281,1856,2306,1856,2306,1962,2281,1962
2681,1853,2957,1860,2956,1907,2680,1899
2956,1864,3113,1872,3111,1914,2954,1905
2151,1885,2189,1887,2159,2432,2121,2430
500,1918,531,1918,531,1962,500,1962
2250,1918,2275,1918,2275,2062,2250,2062
2543,1925,2593,1925,2593,1975,2543,1975
662,1956,700,1956,700,2056,662,2056
2512,1968,2568,1968,2568,2106,2512,2106
2675,1962,2762,1962,2762,2031,2675,2031
2543,1975,2593,1975,2593,2062,2543,2062
2756,1968,2856,1968,2856,2037,2756,2037
2275,1981,2312,1981,2312,2100,2275,2100
2337,1981,2368,1981,2368,2043,2337,2043
2850,1971,3046,1981,3043,2048,2847,2038
392,1977,528,1982,509,2422,373,2417
619,1991,659,1993,649,2158,609,2155
3037,1987,3106,1987,3106,2050,3037,2050
2635,2035,2672,2038,2658,2295,2621,2293
659,2055,696,2056,687,2257,650,2256
2250,2068,2268,2068,2268,2112,2250,2112
1506,2086,1545,2087,1535,2288,1497,2287
3344,2083,3446,2094,3443,2124,3341,2113
2506,2105,2532,2106,2524,2275,2499,2274
2556,2106,2581,2106,2581,2193,2556,2193
731,2118,768,2118,768,2175,731,2175
768,2118,806,2118,806,2237,768,2237
2237,2118,2262,2118,2262,2206,2237,2206
2262,2125,2300,2125,2300,2231,2262,2231
1195,2135,1233,2138,1223,2295,1185,2293
2200,2136,2238,2138,2218,2463,2180,2461
1150,2150,1187,2150,1187,2281,1150,2281
612,2156,650,2156,650,2431,612,2431
687,2156,725,2156,725,2325,687,2325
731,2175,762,2175,762,2287,731,2287
1017,2173,1060,2175,1049,2395,1007,2393
950,2179,991,2181,983,2363,942,2362
2556,2200,2575,2200,2575,2250,2556,2250
2681,2206,2843,2206,2843,2262,2681,2262
1418,2218,1456,2218,1456,2281,1418,2281
2837,2207,3089,2215,3087,2277,2835,2268
2237,2235,2265,2238,2256,2345,2228,2343
655,2254,692,2256,681,2433,644,2430
1456,2256,1493,2256,1493,2325,1456,2325
2525,2262,2550,2262,2550,2350,2525,2350
1419,2273,1455,2275,1447,2470,1410,2468
1375,2281,1412,2281,1412,2368,1375,2368
725,2287,762,2287,762,2437,725,2437
762,2306,800,2306,800,2368,762,2368
687,2318,725,2318,725,2431,687,2431
2512,2325,2575,2325,2575,2493,2512,2493
1325,2343,1350,2343,1350,2450,1325,2450
1456,2356,1487,2356,1487,2431,1456,2431
1493,2356,1525,2356,1525,2400,1493,2400
1368,2368,1406,2368,1406,2462,1368,2462
762,2375,793,2375,793,2437,762,2437
1525,2381,1562,2381,1562,2468,1525,2468
2225,2387,2250,2387,2250,2487,2225,2487
1487,2400,1518,2400,1518,2468,1487,2468
2645,2392,2935,2403,2930,2520,2640,2508
1450,2425,1481,2425,1481,2468,1450,2468
2912,2412,3081,2412,3081,2518,2912,2518
3206,2479,3408,2487,3405,2557,3204,2549
